stadium_id,name,aliases,city,state,country,lat,lon,elevation_m,timezone,orientation_deg,orientation_bucket,orientation_src,roof_type,surface,capacity,year_built,avg_wind_static,wind_vol_static,wind_impact_static,weakest_wind_effect,avg_wind_sep,avg_wind_oct,avg_wind_nov,avg_wind_dec,avg_wind_jan,avg_temp_f,wikidata_qid,osm_way_id,cfbd_venue_id,espn_venue_id,nflverse_stadium_id,needs_review,elev_src,latlon_src,review_note
callaway-stadium,Callaway Stadium,,Lagrange,GA,US,33.039291,-85.0313269,242,America/New_York,,,,open,,5000,,,Low,,,,,,,,63.59,,,5910,,,0,,,
farwell-field,Farwell Field,,Lake Forest,IL,US,42.2586342,-87.840625,216,America/Chicago,,,,open,,2000,,,Mid,,,,,,,,50.43,,,5915,,,0,,,
taylor-field,Taylor Field,,Plymouth,WI,US,43.7486054,-87.977038,260,America/Chicago,,,,open,,1000,,,Mid,,,,,,,,47.91,,,5918,,,0,,,
ron-roberts-field-at-the-banta-bowl,Ron Roberts Field at the Banta Bowl,,Appleton,WI,US,44.2613967,-88.4069744,244,America/Chicago,,,,open,,3634,,,Mid,,,,,,,,47.71,,,5919,,,0,,,
arnold-field-pa,Arnold Field (PA),,Annville,PA,US,40.3295901,-76.515226,130,America/New_York,,,,open,,2000,,,High,,,,,,,,54.41,,,3621,,,0,,,
griswold-stadium,Griswold Stadium,,Portland,OR,US,45.5202471,-122.6741949,19,America/Los_Angeles,,,,open,,3000,,,High,,,,,,,,54.01,,,5920,,,0,,,
maxwell-field,Maxwell Field,,Mcminnville,OR,US,45.2100367,-123.194463,50,America/Los_Angeles,,,,open,,4000,,,High,,,,,,,,53.41,,,5119,,,0,,,
rock-bowl,Rock Bowl,,Dubuque,IA,US,42.5006243,-90.6647985,194,America/Chicago,,,,open,,10000,,,Mid,,,,,,,,50.8,,,5921,,,0,,,
legacy-field-in-carlson-stadium,Legacy Field in Carlson Stadium,,Decorah,IA,US,43.3041609,-91.7859098,264,America/Chicago,,,,open,,5000,,,Mid,,,,,,,,49.16,,,5923,,,0,,,
david-person-field,David Person Field,,Williamsport,PA,US,41.2493292,-77.0027671,172,America/New_York,,,,open,,3700,,,High,,,,,,,,52.29,,,5925,,,0,,,
henry-g-steinbrenner-27-stadium,Henry G. Steinbrenner '27 Stadium,,Cambridge,MA,US,42.3750997,-71.1056157,12,America/New_York,,,,open,,1000,,,High,,,,,,,,52.24,,,5926,,,0,,,
macalester-stadium,Macalester Stadium,,Saint Paul,MN,US,44.9497487,-93.0931028,237,America/Chicago,,,,open,,4000,,,Mid,,,,,,,,47.28,,,5928,,,0,,,
carl-w-burt-memorial-stadium,Carl W. Burt Memorial Stadium,,North Manchester,IN,US,41.0006005,-85.768597,236,America/Indiana/Indianapolis,,,,open,,4500,,,Mid,,,,,,,,52.43,,,5930,,,0,,,
don-drumm-stadium,Don Drumm Stadium,,Marietta,OH,US,39.4167742,-81.4548392,188,America/New_York,,,,open,,5000,,,High,,,,,,,,55.39,,,5931,,,0,,,
mlc-bowl,MLC Bowl,,New Ulm,MN,US,44.3140261,-94.4614177,272,America/Chicago,,,,open,,2500,,,Mid,,,,,,,,47.9,,,3843,,,0,,,
crusader-stadium,Crusader Stadium,,Belton,TX,US,31.0560132,-97.464453,158,America/Chicago,,,,open,,7671,,,Low,,,,,,,,69.87,,,4463,,,0,,,
lloyd-l-thornton-stadium,Lloyd L. Thornton Stadium,,Maryville,TN,US,35.7564719,-83.9704593,289,America/New_York,,,,open,,3000,,,High,,,,,,,,60.07,,,5932,,,0,,,
clean-harbors-stadium,Clean Harbors Stadium,,Buzzards Bay,MA,US,41.745383,-70.618087,6,America/New_York,,,,open,,2300,,,High,,,,,,,,52.96,,,5940,,,0,,,
kenneth-r-gill-stadium,Kenneth R. Gill Stadium,,Westminster,MD,US,39.5752639,-76.9959277,223,America/New_York,,,,open,,1434,,,High,,,,,,,,54.87,,,3922,,,0,,,
wilford-moore-stadium,Wilford Moore Stadium,,Abilene,TX,US,32.44645,-99.7475905,531,America/Chicago,,,,open,,3550,,,Low,,,,,,,,67.46,,,5996,,,0,,,
brooks-stadium-ny,Brooks Stadium (NY),,Kings Point,NY,US,40.8197813,-73.7351337,16,America/New_York,,,,open,,2000,,,High,,,,,,,,54.91,,,5997,,,0,,,
monarch-stadium,Monarch Stadium,,Fayetteville,NC,US,35.0525759,-78.878292,40,America/New_York,,,,open,,800,,,High,,,,,,,,63.39,,,5998,,,0,,,
alumni-stadium-vt,Alumni Stadium (VT),,Middlebury,VT,US,44.0072736,-73.16330105,112,America/New_York,,,,open,,3500,,,High,,,,,,,,48.2,,,6079,,,0,,,
frank-m-lindsay-field,Frank M. Lindsay Field,,Decatur,IL,US,39.8454163,-88.9524151,212,America/Chicago,,,,open,,4000,,,Mid,,,,,,,,54.45,,,6080,,,0,,,
harper-davis-field,Harper Davis Field,,Jackson,MS,US,32.2990021,-90.1847691,93,America/Chicago,,,,open,,3000,,,Low,,,,,,,,65.51,,,6081,,,0,,,
big-cat-stadium,Big Cat Stadium,,Morris,MN,US,45.586072,-95.913941,347,America/Chicago,,,,open,,1400,,,Mid,,,,,,,,45.46,,,6082,,,0,,,
mangelsdorf-field,Mangelsdorf Field,,Dallas,PA,US,32.3117968,-87.1046643,46,America/Chicago,,,,open,,1500,,,Low,,,,,,,,66.62,,,6083,,,0,,,
april-zorn-memorial-stadium,April Zorn Memorial Stadium,,Monmouth,IL,US,40.9127103,-90.6472477,235,America/Chicago,,,,open,,2600,,,Mid,,,,,,,,52.77,,,6084,,,0,,,
sprague-field,Sprague Field,,Montclair,NJ,US,40.8164458,-74.2210643,100,America/New_York,,,,open,,6000,,,High,,,,,,,,53.89,,,6085,,,0,,,
rocco-calvo-field,Rocco Calvo Field,,Bethlehem,PA,US,40.6178915,-75.3786521,92,America/New_York,,,,open,,2000,,,High,,,,,,,,54.28,,,6086,,,0,,,
drake-field-ny,Drake Field (NY),,Morrisville,NY,US,42.8986566,-75.6402204,407,America/New_York,,,,open,,1500,,,High,,,,,,,,47.21,,,6087,,,0,,,
schueler-field,Schueler Field,,Cincinnati,OH,US,39.1014537,-84.5124602,176,America/New_York,,,,open,,2400,,,High,,,,,,,,56.36,,,6088,,,0,,,
mount-union-stadium,Mount Union Stadium,,Alliance,OH,US,40.9153362,-81.1059309,355,America/New_York,,,,open,,5600,,,High,,,,,,,,51.95,,,4856,,,0,,,
scotty-wood-stadium,Scotty Wood Stadium,,Allentown,PA,US,40.6022059,-75.4712794,112,America/New_York,,,,open,,3000,,,High,,,,,,,,54.04,,,6089,,,0,,,
sherman-field-at-mcconagha-stadium,Sherman Field at McConagha Stadium,,New Concord,OH,US,39.9934992,-81.7338559,270,America/New_York,,,,open,,2500,,,High,,,,,,,,53.64,,,6090,,,0,,,
bishop-stadium,Bishop Stadium,,Rocky Mount,NC,US,35.9423833,-77.7956949,36,America/New_York,,,,open,,5000,,,High,,,,,,,,61.91,,,6092,,,0,,,
vendetti-field,Vendetti Field,,Dudley,MA,US,42.0572744,-71.9396898,205,America/New_York,,,,open,,763,,,High,,,,,,,,50.58,,,5637,,,0,,,
benedetti-wehrli-stadium,Benedetti-Wehrli Stadium,,Naperville,IL,US,41.7728699,-88.1479278,210,America/Chicago,,,,open,,4839,,,Mid,,,,,,,,51.27,,,980,,,0,,,
holmgren-athletic-complex,Holmgren Athletic Complex,,Chicago,IL,US,41.8755616,-87.6244212,199,America/Chicago,,,,open,,3000,,,Mid,,,,,,,,51.11,,,6093,,,0,,,
reynolds-field,Reynolds Field,,Roseville,MN,US,45.0060767,-93.1566107,291,America/Chicago,,,,open,,1800,,,Mid,,,,,,,,46.42,,,6094,,,0,,,
sabine-field-at-haynes-family-stadium,Sabine Field at Haynes Family Stadium,,Northfield,VT,US,44.153195,-72.65679529,231,America/New_York,,,,open,,3000,,,High,,,,,,,,46.43,,,6095,,,0,,,
austin-e-knowlton-athletics-complex,Austin E. Knowlton Athletics Complex,,Oberlin,OH,US,41.2939386,-82.2173786,250,America/New_York,,,,open,,3000,,,High,,,,,,,,52.18,,,6096,,,0,,,
dial-roberson-stadium,Dial-Roberson Stadium,,Ada,OH,US,38.8398935,-83.5051704,231,America/New_York,,,,open,,3500,,,High,,,,,,,,55.61,,,6098,,,0,,,
selby-stadium,Selby Stadium,,Delaware,OH,US,40.2986724,-83.067965,267,America/New_York,,,,open,,9100,,,High,,,,,,,,53.16,,,6099,,,0,,,
cutler-field,Cutler Field,,Olivet,MI,US,42.4414273,-84.9241542,296,America/Detroit,,,,open,,2200,,,High,,,,,,,,50.16,,,6100,,,0,,,
memorial-stadium-westerville-oh,"Memorial Stadium (Westerville, OH)",,Westerville,OH,US,40.126139,-82.9295287,266,America/New_York,,,,open,,2400,,,High,,,,,,,,53.55,,,6101,,,0,,,
hanson-stadium,Hanson Stadium,,Forest Grove,OR,US,45.5197452,-123.1114405,66,America/Los_Angeles,,,,open,,1100,,,High,,,,,,,,53.05,,,6153,,,0,,,
sparks-stadium,Sparks Stadium,,Puyallup,WA,US,47.1849009,-122.29214,12,America/Los_Angeles,,,,open,,4500,,,High,,,,,,,,52.1,,,6102,,,0,,,
charles-l-currier-memorial-field,Charles L. Currier Memorial Field,,Plymouth,NH,US,43.757209,-71.688538,169,America/New_York,,,,open,,3000,,,High,,,,,,,,47.06,,,3690,,,0,,,
merritt-field,Merritt Field,,Claremont,CA,US,34.0966764,-117.7197785,361,America/Los_Angeles,,,,open,,4000,,,Low,,,,,,,,62.76,,,6103,,,0,,,
baker-stadium,Baker Stadium,,Tacoma,WA,US,47.2495798,-122.4398746,38,America/Los_Angeles,,,,open,,3500,,,High,,,,,,,,52.22,,,6104,,,0,,,
day-field,Day Field,,Ashland,VA,US,37.7594012,-77.4806603,68,America/New_York,,,,open,,5000,,,High,,,,,,,,59.35,,,6105,,,0,,,
ted-runner-stadium,Ted Runner Stadium,,Redlands,CA,US,34.0550328,-117.1827445,416,America/Los_Angeles,,,,open,,6750,,,Low,,,,,,,,64.02,,,6106,,,0,,,
ecav-stadium,ECAV Stadium,,Troy,NY,US,42.7284117,-73.6917878,17,America/New_York,,,,open,,5200,,,High,,,,,,,,51.31,,,6107,,,0,,,
crain-field,Crain Field,,Memphis,TN,US,35.1335022,-89.9668758,90,America/Chicago,,,,open,,4000,,,Mid,,,,,,,,62.82,,,6108,,,0,,,
ingalls-field,Ingalls Field,,Ripon,WI,US,43.8424502,-88.8372972,285,America/Chicago,,,,open,,3500,,,Mid,,,,,,,,47.87,,,6109,,,0,,,
edwin-fauver-stadium,Edwin Fauver Stadium,,Rochester,NY,US,43.157285,-77.615214,155,America/New_York,,,,open,,5111,,,High,,,,,,,,50.21,,,3717,,,0,,,
sam-greeley-field,Sam Greeley Field,,Rockford,IL,US,42.2713945,-89.093966,224,America/Chicago,,,,open,,1000,,,Mid,,,,,,,,50.7,,,6110,,,0,,,
cook-stadium,Cook Stadium,,Terre Haute,IN,US,39.4667025,-87.4139119,150,America/Indiana/Indianapolis,,,,open,,2500,,,Mid,,,,,,,,55.54,,,6111,,,0,,,
richard-wackar-stadium,Richard Wackar Stadium,,Glassboro,NJ,US,39.7027677,-75.1119434,44,America/New_York,,,,open,,5000,,,High,,,,,,,,56.78,,,6112,,,0,,,
stadium-red-field,Stadium Red Field,,Cortland,NY,US,41.2446453,-73.9259559,29,America/New_York,,,,open,,6500,,,High,,,,,,,,53.83,,,5125,,,0,,,
reinhart-field,Reinhart Field,,Bronx,NY,US,40.807528,-73.797744,7,America/New_York,,,,open,turf,3500,2012,,High,,,,,,,,55,,,3889,,,0,,,
sea-gull-stadium,Sea Gull Stadium,,Salisbury,MD,US,38.366027,-75.6009964,12,America/New_York,,,,open,,5000,,,High,,,,,,,,58.95,,,6114,,,0,,,
toppa-field,Toppa Field,,Newport,RI,US,41.4899827,-71.3137707,8,America/New_York,,,,open,,2500,,,High,,,,,,,,53.4,,,6115,,,0,,,
hardee-mcgee-field,Hardee-McGee Field,,Sewanee,TN,US,35.200644,-85.91952369,593,America/Chicago,,,,open,,3000,,,Mid,,,,,,,,57.35,,,3823,,,0,,,
shentel-stadium,Shentel Stadium,,Winchester,VA,US,39.1852184,-78.1652404,220,America/New_York,,,,open,,3000,,,High,,,,,,,,55.87,,,6116,,,0,,,
bill-buxton-stadium,Bill Buxton Stadium,,Indianola,IA,US,41.3604966,-93.5613292,299,America/Chicago,,,,open,,5000,,,Mid,,,,,,,,52.22,,,3635,,,0,,,
knight-stadium,Knight Stadium,,Buena Vista,VA,US,37.7342962,-79.3539292,255,America/New_York,,,,open,,1000,,,High,,,,,,,,57.03,,,6117,,,0,,,
birkelbach-field,Birkelbach Field,,Georgetown,TX,US,30.6326942,-97.6772311,232,America/Chicago,,,,open,,12442,,,Low,,,,,,,,69.12,,,6118,,,0,,,
stagg-field,Stagg Field,,Springfield,MA,US,42.1018764,-72.5886727,30,America/New_York,,,,open,,3867,,,High,,,,,,,,52.18,,,6119,,,0,,,
leckonby-stadium,Leckonby Stadium,,Canton,NY,US,44.5956163,-75.1690942,117,America/New_York,,,,open,,1500,,,High,,,,,,,,47.36,,,6113,,,0,,,
growney-stadium,Growney Stadium,,Rochester,NY,US,43.157285,-77.615214,155,America/New_York,,,,open,,2500,,,High,,,,,,,,50.21,,,6120,,,0,,,
clemens-stadium,Clemens Stadium,,Collegeville,MN,US,45.5944117,-94.3622868,338,America/Chicago,,,,open,,7482,,,Mid,,,,,,,,45.63,,,5117,,,0,,,
donald-j-schneider-stadium,Donald J. Schneider Stadium,,De Pere,WI,US,44.4493584,-88.0599986,187,America/Chicago,,,,open,,2454,,,Mid,,,,,,,,48.06,,,6121,,,0,,,
klein-field-at-manitou,Klein Field at Manitou,,Northfield,MN,US,44.4582041,-93.161159,276,America/Chicago,,,,open,,3500,,,Mid,,,,,,,,47.5,,,5813,,,0,,,
public-schools-stadium,Public Schools Stadium,,Duluth,MN,US,46.7729322,-92.1251218,301,America/Chicago,,,,open,,4500,,,Mid,,,,,,,,42.7,,,6122,,,0,,,
chuck-noll-field,Chuck Noll Field,,Latrobe,PA,US,40.317287,-79.3840301,311,America/New_York,,,,open,,1050,,,High,,,,,,,,52.95,,,3677,,,0,,,
mustang-stadium,Mustang Stadium,,Stevenson,MD,US,39.4102772,-76.7128314,154,America/New_York,,,,open,,3500,2012,,High,,,,,,,,56.07,,,3851,,,0,,,
amos-alonzo-stagg-field-pa,Amos Alonzo Stagg Field (PA),,Selinsgrove,PA,US,40.8062437,-76.8607084,137,America/New_York,,,,open,,3500,,,High,,,,,,,,53.83,,,6124,,,0,,,
bulldog-stadium-tx,Bulldog Stadium (TX),,Seguin,TX,US,29.5688411,-97.9647269,165,America/Chicago,,,,open,,1500,,,Low,,,,,,,,70.5,,,6125,,,0,,,
alumni-stadium-pa,Alumni Stadium (PA),,Greenville,PA,US,31.8295972,-86.6177517,136,America/Chicago,,,,open,,1400,,,Low,,,,,,,,66.3,,,6128,,,0,,,
fred-zollner-athletic-stadium,Fred Zollner Athletic Stadium,,Angola,IN,US,41.634874,-84.99928,327,America/Indiana/Indianapolis,,,,open,,5000,,,High,,,,,,,,50.48,,,6130,,,0,,,
jessee-miller-field,Jessee/Miller Field,,Hartford,CT,US,41.764582,-72.6908547,20,America/New_York,,,,open,,5500,,,High,,,,,,,,52.8,,,6131,,,0,,,
trinity-university-stadium,Trinity University Stadium,,San Antonio,TX,US,29.4246002,-98.4951405,201,America/Chicago,,,,open,,3500,,,Low,,,,,,,,71.07,,,6132,,,0,,,
ellis-oval-at-zimman-field,Ellis Oval at Zimman Field,,Medford,MA,US,42.4184296,-71.1061639,8,America/New_York,,,,open,,1000,,,High,,,,,,,,52.1,,,6133,,,0,,,
cressy-field,Cressy Field,,Dartmouth,MA,US,41.6332267,-70.9879928,30,America/New_York,,,,open,,1850,,,High,,,,,,,,52.89,,,5939,,,0,,,
jj-keller-field-at-titan-stadium,J.J. Keller Field at Titan Stadium,,Oshkosh,WI,US,44.0206919,-88.5408574,235,America/Chicago,,,,open,,9800,,,Mid,,,,,,,,48.28,,,5120,,,0,,,
david-smith-stadium-at-ramer-field,David Smith Stadium at Ramer Field,,River Falls,WI,US,44.8595111,-92.6265897,270,America/Chicago,,,,open,,2300,,,Mid,,,,,,,,46.94,,,5901,,,0,,,
don-and-nona-williams-stadium,Don and Nona Williams Stadium,,Menomonie,WI,US,44.8755183,-91.9193422,269,America/Chicago,,,,open,,4500,,,Mid,,,,,,,,46.39,,,5900,,,0,,,
perkins-stadium,Perkins Stadium,,Whitewater,WI,US,42.8336422,-88.7292679,249,America/Chicago,,,,open,,13500,,,Mid,,,,,,,,49.6,,,4854,,,0,,,
frank-bailey-field,Frank Bailey Field,,Schenectady,NY,US,42.8142432,-73.9395687,75,America/New_York,,,,open,,1600,,,High,,,,,,,,50.16,,,6134,,,0,,,
blue-storm-stadium,Blue Storm Stadium,,Portland,ME,US,43.6610277,-70.2548596,17,America/New_York,,,,open,,1600,,,High,,,,,,,,49.17,,,6135,,,0,,,
patterson-field,Patterson Field,,Collegeville,PA,US,40.1856597,-75.451571,46,America/New_York,,,,open,,2500,,,High,,,,,,,,55.33,,,6136,,,0,,,
charles-a-gaetano-stadium,Charles A. Gaetano Stadium,,Utica,NY,US,43.1009031,-75.2326641,138,America/New_York,,,,open,,1200,,,High,,,,,,,,48.88,,,3675,,,0,,,
little-giant-stadium,Little Giant Stadium,,Crawfordsville,IN,US,40.0401991,-86.8990249,235,America/Indiana/Indianapolis,,,,open,,3500,,,Mid,,,,,,,,53.85,,,5123,,,0,,,
walston-hoover-stadium,Walston-Hoover Stadium,,Waverly,IA,US,42.7258451,-92.4746033,280,America/Chicago,,,,open,,4000,,,Mid,,,,,,,,49.6,,,6137,,,0,,,
cameron-stadium,Cameron Stadium,,Washington,PA,US,31.3991238,-88.2019828,49,America/Chicago,,,,open,,3500,,,Low,,,,,,,,67.43,,,6139,,,0,,,
wilson-field,Wilson Field,,Lexington,VA,US,37.7840208,-79.4428157,324,America/New_York,,,,open,,4000,,,High,,,,,,,,56.08,,,6138,,,0,,,
francis-field-mo,Francis Field (MO),,Saint Louis,MO,US,38.6264256,-90.1995853,148,America/Chicago,,,,open,,4000,,,Mid,,,,,,,,57.04,,,5897,,,0,,,
john-f-wiley-stadium,John F. Wiley Stadium,,Waynesburg,PA,US,39.8964641,-80.1792299,295,America/New_York,,,,open,,4000,,,High,,,,,,,,53.85,,,6140,,,0,,,
corwin-stadium,Corwin Stadium,,Middletown,CT,US,41.5623178,-72.6509061,21,America/New_York,,,,open,,3000,,,High,,,,,,,,53.09,,,6141,,,0,,,
westside-athletic-complex,Westside Athletic Complex,,Danbury,CT,US,41.394817,-73.4540111,126,America/New_York,,,,open,,2500,,,High,,,,,,,,52.54,,,6142,,,0,,,
golden-bear-stadium,Golden Bear Stadium,,Springfield,MA,US,42.1018764,-72.5886727,30,America/New_York,,,,open,,1500,,,High,,,,,,,,52.18,,,6143,,,0,,,
alumni-field-westfield-ma,"Alumni Field (Westfield, MA)",,Westfield,MA,US,42.1390327,-72.7584859,75,America/New_York,,,,open,,4000,,,High,,,,,,,,51.97,,,6144,,,0,,,
blue-jay-stadium,Blue Jay Stadium,,Fulton,MO,US,38.8467082,-91.9479586,240,America/Chicago,,,,open,,2000,,,Mid,,,,,,,,56.22,,,6145,,,0,,,
memorial-field-pa,Memorial Field (PA),,New Wilmington,PA,US,41.1222812,-80.3328428,323,America/New_York,,,,open,,4500,,,High,,,,,,,,51.44,,,6146,,,0,,,
mccully-stadium,McCully Stadium,,Wheaton,IL,US,41.8646959,-88.1101709,230,America/Chicago,,,,open,,4100,,,Mid,,,,,,,,50.99,,,5115,,,0,,,
memorial-stadium-whittier-ca,"Memorial Stadium (Whittier, CA)",,Whittier,CA,US,33.9708782,-118.0308396,92,America/Los_Angeles,,,,open,,7000,,,Low,,,,,,,,64.12,,,6147,,,0,,,
the-pine-bowl,The Pine Bowl,,Spokane,WA,US,47.6571934,-117.4235106,578,America/Los_Angeles,,,,open,,2200,,,High,,,,,,,,50.32,,,6148,,,0,,,
leslie-c-quick-jr-stadium,Leslie C. Quick Jr. Stadium,,Chester,PA,US,39.849557,-75.3557458,6,America/New_York,,,,open,,4000,,,High,,,,,,,,56.69,,,4855,,,0,,,
schmidt-stadium,Schmidt Stadium,,Edwardsville,PA,US,33.707182,-85.51021469,298,America/Chicago,,,,open,,1800,,,Low,,,,,,,,62.09,,,3920,,,0,,,
mcculloch-stadium,McCulloch Stadium,,Salem,OR,US,44.9391565,-123.033121,48,America/Los_Angeles,,,,open,,7000,,,High,,,,,,,,53.45,,,6149,,,0,,,
wightman-stadium,Wightman Stadium,,Wayne,NJ,US,40.9491723,-74.2376802,97,America/New_York,,,,open,,1909,,,High,,,,,,,,53.54,,,6150,,,0,,,
farley-lamb-field,Farley-Lamb Field,,Williamstown,MA,US,42.6889156,-73.2246057,298,America/New_York,,,,open,,1400,,,High,,,,,,,,48.02,,,6151,,,0,,,
wiliams-stadium-oh,Wiliams Stadium (OH),,Wilmington,OH,US,39.4453393,-83.8285375,314,America/New_York,,,,open,,3500,,,High,,,,,,,,54.15,,,6152,,,0,,,
warrior-field-at-raabe-stadium,Warrior Field at Raabe Stadium,,Wauwatosa,WI,US,43.0494122,-88.0079271,206,America/Chicago,,,,open,,1700,,,Mid,,,,,,,,49.47,,,5913,,,0,,,
carson-park,Carson Park,,Eau Claire,WI,US,44.811349,-91.4984941,247,America/Chicago,,,,open,,6500,,,Mid,,,,,,,,46.83,,,5916,,,0,,,
veterans-memorial-stadium-wi,Veterans Memorial Stadium (WI),,La Crosse,WI,US,43.8122836,-91.2514355,206,America/Chicago,,,,open,,10000,,,Mid,,,,,,,,49,,,5914,,,0,,,
ralph-e-davis-pioneer-stadium,Ralph E. Davis Pioneer Stadium,,Platteville,WI,US,42.7342942,-90.4784451,306,America/Chicago,,,,open,,10000,,,Mid,,,,,,,,49.32,,,5911,,,0,,,
community-stadium-at-goerke-park,Community Stadium at Goerke Park,,Stevens Point,WI,US,44.5229223,-89.574111,332,America/Chicago,,,,open,,4000,,,Mid,,,,,,,,46.39,,,5903,,,0,,,
edwards-maurer-field,Edwards-Maurer Field,,Springfield,OH,US,39.937943,-83.812075,309.1,America/New_York,,,,open,turf,3000,1993,,High,,,,,,,,53.31,,,4757,,,0,,,
john-p-papp-stadium,John P. Papp Stadium,,Wooster,OH,US,40.7980976,-81.9397733,279,America/New_York,,,,open,,4500,,,High,,,,,,,,52.88,,,6127,,,0,,,
alumni-stadium-worcester-ma,"Alumni Stadium (Worcester, MA)",,Worcester,MA,US,42.2625621,-71.8018877,153,America/New_York,,,,open,,2000,,,High,,,,,,,,51.12,,,5899,,,0,,,
john-coughlin-memorial-field,John Coughlin Memorial Field,,Worcester,MA,US,42.2625621,-71.8018877,153,America/New_York,,,,open,,2000,,,High,,,,,,,,51.12,,,5898,,,0,,,
